Distance,Distance traveled,Time,Avg Speed,Height Difference,Completion
104.32165789563537,9.82738698133881,48.176,0.20398926812808887,1.972527,False
111.39376146624966,9.823561196814266,48.16799999999999,0.20394372190695623,1.3153199999999998,False
15.22301345944591,9.815128071866603,48.168000000000006,0.2037686445745433,1.448909,False
120.8285371031148,9.827065643468316,48.168000000000006,0.20401647657092498,1.872053,False
65.71779447178056,9.84749950055861,48.172,0.20442372126045444,1.1242580000000002,False
21.87900194327816,9.847364551395707,48.172,0.2044209198579197,0.8618399999999999,False
97.24935406471504,9.83904880421121,48.172000000000025,0.20424829370196804,0.5287010000000001,False
115.22908539760273,9.847439505061054,48.17199999999997,0.20442247581709416,1.327271,False
115.3818016537129,9.839572320972742,48.172000000000025,0.2042591613587299,1.57657,False
71.51458930201501,9.84715582810846,48.17199999999997,0.20441658698224005,1.4600469999999999,False
