Distance,Distance traveled,Time,Avg Speed,Height Difference,Height Std,Minimum distance to goal,Completion
26.941541192641633,25.319216882787725,14.520000000000437,1.743747719200204,3.4260720000000005,0.9177322837517556,4.9990853766460575,True
21.009286809016263,18.954830812351023,12.05999999999949,1.5717106809578627,1.9251559999999999,0.4440693771110269,4.99957735055446,True
23.915259522714422,19.565921252656707,12.547999999999774,1.5592860418120067,1.6548379999999998,0.4508060621794822,4.999696679244123,True
22.062809595892883,17.567988470421202,11.520000000000437,1.5249989991684494,1.640841,0.38065886180590713,4.988326374376992,True
28.609792860454878,31.49488205253497,16.580000000000013,1.8995706907439653,3.301293,0.7742551598380961,4.998841195296757,True
19.33514684310754,15.446470988105656,10.939999999999998,1.4119260501010658,1.0564019999999998,0.24820123529628813,4.991101350300647,True
28.155973605065892,24.261718357580392,14.191999999999098,1.7095348335387497,2.9945399999999998,0.7494558564746411,4.9918614003899116,True
31.95968584841807,27.961838677126753,14.796000000000276,1.8898241874240491,4.115451,1.1310627146228105,4.9992652015578125,True
13.994280941732102,14.81296701995319,10.728000000000009,1.380776194999364,0.7274530000000001,0.34705952016224045,4.999422373778886,True
44.45786419780492,244.42458258836612,96.1239999999998,2.5428049455741193,6.972844,2.061779613189583,30.368739856989798,False
32.27963992204491,33.977290657405334,17.6640000000001,1.92353321203607,4.20786,1.0555357148715683,4.998558857674653,True
34.92297805713492,166.0785971060232,106.3119999999999,1.5621811000265573,3.970754,1.1252360796085044,34.93044714827782,False
27.07971488505896,23.256402850910277,12.940000000000055,1.797249061121343,2.649487,0.6692707312142179,4.9948472893422595,True
20.202756265556474,74.84184169976967,33.124,2.259444562847774,1.1363550000000002,0.413637309897163,20.182692157352236,False
28.908361777604743,76.07086177688807,26.927999999999997,2.824972585297388,1.933519,0.6486728302548325,28.900785320476032,False
44.12876432021455,82.02083601764302,33.779999999999994,2.428088692055744,2.909313,0.8435908004405678,44.195885298627566,False
28.897618299149407,77.25482128892534,26.572000000000003,2.9073769866372623,1.2859589999999999,0.38897896318029573,28.95585984837478,False
34.94615656753867,81.77821635103888,33.696,2.426941368442512,4.854717000000001,1.6806048001501157,34.47319418941702,False
23.95158052365775,76.99529794818,27.120000000000005,2.8390596588561943,1.688459,0.5520185409757473,23.924133942249387,False
19.962276035433106,81.9985289296521,33.684,2.4343465422649357,1.5796270000000001,0.40871706693166476,19.857696985951133,False
8.600584431239273,9.821132232664809,49.036,0.20028412253578612,1.846446,0.2640258513825281,8.568472322093458,False
14.393747720886285,9.834924423975231,49.05200000000001,0.20049996787032598,1.229356,0.19827455682139264,14.386604292358957,False
30.799085096013037,9.841385421084068,49.06,0.20059896903962632,0.9737309999999999,0.1293740252828731,29.543068512652678,False
34.312923456398785,9.82506509904832,49.05199999999999,0.2002989704609052,0.967873,0.1505090052607399,33.31791051249207,False
22.317285405115737,9.840713730852766,49.06,0.20058527784045588,1.512937,0.25112644023328573,21.96141815353061,False
31.498270080031496,9.82298973495353,49.05199999999999,0.20025666099146888,0.9737309999999999,0.12938414099993858,29.689956435644795,False
23.170414487675473,9.835957838949216,49.05599999999998,0.2005046852362447,1.3143270000000002,0.18648826705343816,23.170822701278546,False
18.194139951279872,9.841424091823153,49.06,0.2005997572731992,1.113715,0.1592135117012343,12.88981159603606,False
13.331163886869078,9.815016347334117,49.048,0.20011042952483518,1.301435,0.23461402435028825,13.331692061014802,False
