Distance,Distance traveled,Time,Avg Speed,Height Difference,Completion
114.35256782219001,187.90207946065755,122.668,1.531793780453399,5.886933000000001,False
89.4514559846589,0.03937935860871294,112.93599999999992,0.00034868738585316434,0.09419699999999986,False
76.21670108862045,0.043157029158644986,113.14800000000014,0.00038142105170789524,0.20764499999999997,False
71.01479711551507,0.04315868402154332,113.15599999999995,0.00038140871028971807,0.0017279999999999518,False
52.752695868674955,0.032603878648405964,40.00800000000004,0.0008149339794142655,0.1044590000000003,False
44.66809979416066,187.90207946065755,122.668,1.531793780453399,9.123608,False
89.55423146416193,147.4526823503108,678.76,0.2172383203935276,6.951763000000001,False
186.55518934084157,240.34990406911132,93.96400000000006,2.557893491859767,6.908696000000001,False
63.30496594055195,12.44897578303135,42.375999999999976,0.2937742066979271,0.0023159999999999847,False
94.08512909401674,180.33407279070346,149.35599999999988,1.207410969701275,6.535117,False
149.99977425074303,9.829489187998634,48.144,0.20416851919239437,1.0214779999999999,False
91.93709196593053,9.825794129720748,48.14000000000001,0.2041087272480421,0.876134,False
103.32865166130246,9.819435241462866,48.13599999999998,0.20399358570431422,0.60802,False
93.95802187866722,9.835654527559457,48.140000000000015,0.204313554789353,0.947819,False
47.79499630108434,9.8192326358581,48.135999999999996,0.20398937667978437,1.3273929999999998,False
106.88371496450254,9.819932141546492,48.135999999999996,0.20400390854135142,0.8307769999999999,False
33.10451740671299,9.818950551336282,48.136000000000024,0.20398351652269148,1.187715,False
98.5444968426778,9.820369325514266,48.13599999999997,0.2040129908075925,0.822111,False
136.75396497611484,9.819339546428173,48.136000000000024,0.20399159769046385,0.9545850000000002,False
80.0656381408539,9.820565254074813,48.13599999999997,0.20401706112005194,0.8683860000000001,False
124.51814627419614,146.66955841574912,35.96,4.078686274075337,0.846487,False
123.13600341708927,15.187244946084402,43.776,0.3469308512903052,0.35499100000000006,False
202.13067528408646,146.7279506219586,35.988,4.0771354513159555,6.667477,False
64.2623086819723,14.909767372131792,43.628,0.34174767058154837,0.5236910000000001,False
121.29483085439672,146.5925282834219,35.855999999999995,4.08836814712801,4.622486,False
139.75813999435414,173.47987150695835,39.78,4.360982189717404,7.5470749999999995,False
115.8692758129426,13.297191751364688,42.45600000000002,0.31319935348041933,0.4073549999999999,False
189.61556556884602,146.66888936651526,35.98399999999998,4.075947347891155,5.91181,False
134.41159234237344,15.838522493401763,44.18000000000001,0.35849983009057856,0.43042999999999987,False
130.31030528306255,146.69890220242223,35.98399999999998,4.076781408471051,1.9104059999999998,False
203.68162568401468,120.59797990802757,15.884,7.592418780409693,2.70439,False
72.84466275241611,13.452678643180493,42.316,0.3179099783339751,0.04569699999999988,False
152.67395640091843,120.45021366772403,15.836000000000006,7.606100888338216,3.4000959999999996,False
54.09088105799295,13.518876322011792,42.372,0.31905211748352197,0.06460599999999994,False
186.79195326619174,120.61850602894185,15.923999999999992,7.574636148514312,0.988845,False
63.92300968765218,13.436683783640465,42.316,0.3175319922402983,0.08508100000000007,False
136.75754551984545,120.3908737065232,15.831999999999994,7.604274488789998,3.3288919999999997,False
121.21618877873784,13.533769782527061,42.50800000000001,0.31838171126675113,0.36909499999999973,False
136.56124794234375,120.54484205450642,15.924000000000007,7.570010176746193,2.755721,False
76.80157812576405,13.551326538509727,42.70000000000002,0.31736127724847124,0.08874300000000002,False
96.69295198075204,120.5219694270523,76.072,1.5843144577118031,5.800003,False
73.66163341221862,120.56897008099297,76.72800000000001,1.5713816348789615,6.782642,False
